15,iwhissone,iwhissone@typepad.com,A4-07-B0-D3-E9-80,30,4602,6334481396631675,2022,2
16,rbremmellf,rbremmellf@berkeley.edu,AB-8A-FE-01-91-6D,1,6625,3550837210055169,2000,6
16,rbremmellf,rbremmellf@berkeley.edu,AB-8A-FE-01-91-6D,29,4449,6763185477829009,2023,5
17,tmilwardg,tmilwardg@bloglovin.com,DB-CA-B8-CD-58-55,2,6000,2014415341857593,2023,5
17,tmilwardg,tmilwardg@bloglovin.com,DB-CA-B8-CD-58-55,28,8278,2017887038147040,2021,12
18,pgoaleyh,pgoaleyh@mlb.com,58-E2-94-3E-B6-E8,3,5450,2014758480188012,2022,11
18,pgoaleyh,pgoaleyh@mlb.com,58-E2-94-3E-B6-E8,27,6027,3529203576557801,2024,9
19,tpirkisi,tpirkisi@nifty.com,16-F1-9B-F3-AB-ED,4,1084,3540468079556619,2022,2
19,tpirkisi,tpirkisi@nifty.com,16-F1-9B-F3-AB-ED,26,7373,3579264601207985,2023,5
20,ekillickj,ekillickj@ow.ly,74-D0-75-1A-9B-CB,5,1146,3572520960139698,2021,1
20,ekillickj,ekillickj@ow.ly,74-D0-75-1A-9B-CB,25,4870,6759231946232956,2023,11
21,agirodierk,agirodierk@bravesites.com,CA-76-0D-3F-5E-FC,6,4152,5150938709782427,2023,12
21,agirodierk,agirodierk@bravesites.com,CA-76-0D-3F-5E-FC,24,2177,3574324076606114,2025,8
22,aamiesl,aamiesl@state.gov,9E-37-A1-D0-82-34,7,4253,6761235887192321,2010,3
22,aamiesl,aamiesl@state.gov,9E-37-A1-D0-82-34,23,7904,5610966412580394,2020,2
23,grecherm,grecherm@freewebs.com,DB-55-17-79-1D-A7,8,3517,3539113635782134,2025,9
23,grecherm,grecherm@freewebs.com,DB-55-17-79-1D-A7,22,3149,5602220516431060,2024,3
24,smacgilrewyn,smacgilrewyn@hostgator.com,E3-C0-95-D7-9F-9C,9,4897,3550575031992661,2018,8
24,smacgilrewyn,smacgilrewyn@hostgator.com,E3-C0-95-D7-9F-9C,21,2765,3563516284532320,2023,7
25,hlefevreo,hlefevreo@hubpages.com,ED-A4-EA-E7-73-E8,10,7914,3576304045255217,2021,12
25,hlefevreo,hlefevreo@hubpages.com,ED-A4-EA-E7-73-E8,20,2991,3556946947635443,2022,6
26,italboyp,italboyp@goo.ne.jp,D1-7F-6E-D0-F2-2E,11,2332,3581888219785846,2022,6
26,italboyp,italboyp@goo.ne.jp,D1-7F-6E-D0-F2-2E,19,6530,3576735486259079,2021,8
27,mgrowyq,mgrowyq@deliciousdays.com,36-60-DB-9B-00-1F,12,2635,3546394589273574,2023,1
27,mgrowyq,mgrowyq@deliciousdays.com,36-60-DB-9B-00-1F,18,1331,4913417944129224,2024,9
28,ahissettr,ahissettr@foxnews.com,B3-82-54-97-CF-BB,13,9329,3535629778538060,2022,4
28,ahissettr,ahissettr@foxnews.com,B3-82-54-97-CF-BB,17,2726,3539433727655224,2020,5
29,gpenddreths,gpenddreths@t-online.de,74-DF-2A-3A-1C-5C,14,6433,3549730303502748,2020,11
29,gpenddreths,gpenddreths@t-online.de,74-DF-2A-3A-1C-5C,16,3606,5010122166844596,2025,1
30,pstansburyt,pstansburyt@multiply.com,9E-01-76-EA-89-5F,15,3582,3580111806933831,2019,5
